CMWD11CD,CMWD11NM,CMWD11NMW,FID
E36004493,Lakenham,,4693
E36004494,Mancroft,,4694
E36004495,Mile Cross,,4695
E36004496,Nelson,,4696
E36004497,Sewell,,4697
E36004498,Thorpe Hamlet,,4698
E36004499,Town Close,,4699
E36004500,University,,4700
E36004401,Claydon,,4701
E36004402,East Flegg,,4702
E36004403,Fleggburgh,,4703
E36004404,Gorleston,,4704
E36004405,Lothingland,,4705
E36004406,Magdalen,,4706
E36004407,Nelson,,4707
E36004408,Ormesby,,4708
E36004409,Southtown and Cobholm,,4709
E36004410,St Andrews,,4710
E36004411,West Flegg,,4711
E36004412,Yarmouth North,,4712
E36004413,Airfield,,4713
E36004414,Brancaster,,4714
E36004415,Burnham,,4715
E36004416,Clenchwarton,,4716
E36004417,Denton,,4717
E36004418,Dersingham,,4718
E36004419,Docking,,4719
E36004420,Downham Old Town,,4720
E36004421,East Downham,,4721
E36004422,Emneth with Outwell,,4722
E36004423,Fairstead,,4723
E36004424,Gayton,,4724
E36004425,Gaywood Chase,,4725
E36004426,Gaywood North Bank,,4726
E36004427,Grimston,,4727
E36004428,Heacham,,4728
E36004429,Hilgay with Denver,,4729
E36004430,Hunstanton,,4730
E36004431,Mershe Lande,,4731
E36004432,North Downham,,4732
E36004433,North Lynn,,4733
E36004434,North Wootton,,4734
E36004435,Old Gaywood,,4735
E36004436,Priory,,4736
E36004437,Rudham,,4737
E36004438,Snettisham,,4738
E36004439,South and West Lynn,,4739
E36004440,South Downham,,4740
E36004441,South Wootton,,4741
E36004442,Spellowfields,,4742
E36004443,Springwood,,4743
E36004444,St Lawrence,,4744
E36004445,St Margarets with St Nicholas,,4745
E36004446,Upwell and Delph,,4746
E36004447,Valley Hill,,4747
E36004448,Walpole,,4748
E36004449,Walton,,4749
E36004450,Watlington,,4750
E36004651,Blisworth and Roade,,4751
E36004652,Brackley East,,4752
E36004653,Brackley South,,4753
E36004654,Brackley West,,4754
E36004655,Brafield and Yardley,,4755
E36004656,Cosgrove and Grafton,,4756
E36004657,Danvers and Wardoun,,4757
E36004658,Deanshanger,,4758
E36004659,Grange Park,,4759
E36004660,Hackleton,,4760
E36004661,Harpole and Grange,,4761
E36004662,Heyfords and Bugbrooke,,4762
E36004663,Kings Sutton,,4763
E36004664,Kingthorn,,4764
E36004665,Little Brook,,4765
E36004666,Middleton Cheney,,4766
E36004667,Old Stratford,,4767
E36004668,Salcey,,4768
E36004669,Silverstone,,4769
E36004670,Steane,,4770
E36004671,Tove,,4771
E36004672,Towcester Brook,,4772
E36004673,Towcester Mill,,4773
E36004674,Washington,,4774
E36004675,Whittlewood,,4775
E36004676,Brickhill,,4776
E36004677,Castle,,4777
E36004678,Croyland,,4778
E36004679,Earls Barton,,4779
E36004680,Finedon,,4780
E36004681,Great Doddington and Wilby,,4781
E36004682,Hemmingwell,,4782
E36004683,Irchester,,4783
E36004684,North,,4784
E36004685,Queensway,,4785
E36004686,Redwell East,,4786
E36004687,Redwell West,,4787
E36004688,South,,4788
E36004689,Swanspool,,4789
E36004690,West,,4790
E36004691,Wollaston,,4791
E36004692,Aire Valley with Lothersdale,,4792
E36004693,Barden Fell,,4793
E36004694,Bentham,,4794
E36004695,Cowling,,4795
E36004696,Embsay-with-Eastby,,4796
E36004697,Gargrave and Malhamdale,,4797
E36004698,Glusburn,,4798
E36004699,Grassington,,4799
E36004700,Hellifield and Long Preston,,4800
E36005051,Caversfield,,4801
E36005052,Cropredy,,4802
E36005053,Deddington,,4803
E36005054,Fringford,,4804
E36005055,Hook Norton,,4805
E36005056,Kidlington North,,4806
E36005057,Kidlington South,,4807
E36005058,Kirtlington,,4808
E36005059,Launton,,4809
E36005060,Otmoor,,4810
E36005061,Sibford,,4811
E36005062,The Astons and Heyfords,,4812
E36005063,Wroxton,,4813
E36005064,"Yarnton, Gosford and Water Eaton",,4814
E36005065,Barton and Sandhills,,4815
E36005066,Blackbird Leys,,4816
E36005067,Carfax,,4817
E36005068,Churchill,,4818
E36005069,Cowley,,4819
E36005070,Cowley Marsh,,4820
E36005071,Headington,,4821
E36005072,Headington Hill and Northway,,4822
E36005073,Hinksey Park,,4823
E36005074,"Holywell,St Mary's",,4824
E36005075,Iffley Fields,,4825
E36005076,Jericho and Osney,,4826
E36005077,Littlemore,,4827
E36005078,Lye Valley,,4828
E36005079,Marston,,4829
E36005080,North,,4830
E36005081,Northfield Brook,,4831
E36005082,Quarry and Risinghurst,,4832
E36005083,Rose Hill and Iffley,,4833
E36005084,St Clement's,,4834
E36005085,St Margaret's,,4835
E36005086,Summertown,,4836
E36005087,Wolvercote,,4837
E36005088,Aston Rowant,,4838
E36005089,Benson,,4839
E36005090,Berinsfield,,4840
E36005091,Brightwell,,4841
E36005092,Chalgrove,,4842
E36005093,Chiltern Woods,,4843
E36005094,Chinnor,,4844
E36005095,Cholsey and Wallingford South,,4845
E36005096,Crowmarsh,,4846
E36005097,Didcot All Saints,,4847
E36005098,Didcot Ladygrove,,4848
E36005099,Didcot Northbourne,,4849
E36005100,Didcot Park,,4850
E36004901,Worksop North East,,4851
E36004902,Worksop North West,,4852
E36004903,Worksop South,,4853
E36004904,Worksop South East,,4854
E36004905,Attenborough,,4855
E36004906,Awsworth,,4856
E36004851,Fairburn with Brotherton,,4857
E36004951,Broomhill,,4858
E36004907,Beeston Central,,4859
E36004908,Beeston North,,4860
E36004909,Beeston Rylands,,4861
E36004910,Beeston West,,4862
E36004911,Bramcote,,4863
E36004912,Brinsley,,4864
E36004913,Chilwell East,,4865
E36004914,Chilwell West,,4866
E36004915,Cossall and Kimberley,,4867
E36004916,Eastwood North and Greasley (Beauvale),,4868
E36004917,Eastwood South,,4869
E36004918,Greasley (Giltbrook and Newthorpe),,4870
E36004919,Nuthall East and Strelley,,4871
E36004920,Nuthall West and Greasley (Watnall),,4872
E36004921,Stapleford North,,4873
E36004922,Stapleford South East,,4874
E36004923,Stapleford South West,,4875
E36004924,Toton and Chilwell Meadows,,4876
E36004925,Trowell,,4877
E36004926,Bestwood Village,,4878
E36004927,Bonington,,4879
E36004928,Burton Joyce and Stoke Bardolph,,4880
E36004929,Calverton,,4881
E36004930,Carlton,,4882
E36004931,Carlton Hill,,4883
E36004932,Daybrook,,4884
E36004933,Gedling,,4885
E36004934,Killisick,,4886
E36004935,Kingswell,,4887
E36004936,Lambley,,4888
E36004937,Mapperley Plains,,4889
E36004938,Netherfield and Colwick,,4890
E36004939,Newstead,,4891
E36004940,Phoenix,,4892
E36004941,Porchester,,4893
E36004942,Ravenshead,,4894
E36004943,St James,,4895
E36004944,St Marys,,4896
E36004945,Valley,,4897
E36004946,Woodborough,,4898
E36004947,Woodthorpe,,4899
E36004948,Abbott,,4900
E36004949,Berry Hill,,4901
E36004950,Brick Kiln,,4902
E36005151,Carterton North East,,4903
E36005101,Forest Hill and Holton,,4904
E36004852,Hambleton,,4905
E36004853,Hemingbrough,,4906
E36004854,Monk Fryston and South Milford,,4907
E36004855,North Duffield,,4908
E36004856,Riccall with Escrick,,4909
E36004952,Bull Farm and Pleasley Hill,,4910
E36004857,Saxton and Ulleskelf,,4911
E36004953,Carr Bank,,4912
E36004858,Selby North,,4913
E36004954,Eakring,,4914
E36004859,Selby South,,4915
E36004955,Grange Farm,,4916
E36005102,Garsington,,4917
E36005152,Carterton North West,,4918
E36004860,Selby West,,4919
E36004956,Holly,,4920
E36005103,Goring,,4921
E36005153,Carterton South,,4922
E36004861,Sherburn in Elmet,,4923
E36004957,Hornby,,4924
E36005104,Great Milton,,4925
E36005154,Chadlington and Churchill,,4926
E36004862,Tadcaster East,,4927
E36004958,Kings Walk,,4928
E36005105,Hagbourne,,4929
E36005155,Charlbury and Finstock,,4930
E36004863,Tadcaster West,,4931
E36004959,Kingsway,,4932
E36005106,Henley North,,4933
E36005156,Chipping Norton,,4934
E36004864,Whitley,,4935
E36004960,Ladybrook,,4936
E36005107,Henley South,,4937
E36005157,Ducklington,,4938
E36004865,Hucknall Central,,4939
E36005108,Sandford,,4940
E36004961,Lindhurst,,4941
E36005158,Eynsham and Cassington,,4942
E36004866,Hucknall East,,4943
E36005109,Shiplake,,4944
E36005159,Freeland and Hanborough,,4945
E36004962,Ling Forest,,4946
E36004867,Hucknall North,,4947
E36005110,Sonning Common,,4948
E36005160,"Hailey, Minster Lovell and Leafield",,4949
E36004963,Manor,,4950
E36004868,Hucknall West,,4951
E36005111,Thame North,,4952
E36005161,"Kingham, Rollright and Enstone",,4953
E36004964,Market Warsop,,4954
E36004869,Jacksdale,,4955
E36005112,Thame South,,4956
E36005162,Milton-under-Wychwood,,4957
E36004965,Maun Valley,,4958
E36004870,Kirkby in Ashfield Central,,4959
E36005113,Wallingford North,,4960
E36005163,North Leigh,,4961
E36004966,Meden,,4962
E36004967,Netherfield,,4963
E36004968,Newgate,,4964
E36004969,Newlands,,4965
E36004970,Oak Tree,,4966
E36004971,Oakham,,4967
E36004972,Park Hall,,4968
E36004973,Peafields,,4969
E36004974,Penniment,,4970
E36004975,Portland,,4971
E36004976,Racecourse,,4972
E36004977,Ransom Wood,,4973
E36004978,Sandhurst,,4974
E36004979,Sherwood,,4975
E36004980,Warsop Carrs,,4976
E36004981,Woodhouse,,4977
E36004982,Woodlands,,4978
E36004983,Yeoman Hill,,4979
E36004984,Balderton North,,4980
E36004985,Balderton West,,4981
E36004986,Beacon,,4982
E36004987,Blidworth,,4983
E36004988,Boughton,,4984
E36004989,Bridge,,4985
E36004990,Castle,,4986
E36004991,Caunton,,4987
E36004992,Clipstone,,4988
E36004993,Collingham and Meering,,4989
E36004994,Devon,,4990
E36004995,Edwinstowe,,4991
E36004996,Farndon,,4992
E36004997,Farnsfield and Bilsthorpe,,4993
E36004998,Lowdham,,4994
E36004999,Magnus,,4995
E36005000,Muskham,,4996
E36004871,Kirkby in Ashfield East,,4997
E36004872,Kirkby in Ashfield West,,4998
E36004873,Selston,,4999
E36004874,Sutton in Ashfield Central,,5000
E36004875,Sutton in Ashfield East,,5001
E36004876,Sutton in Ashfield North,,5002
E36004877,Sutton in Ashfield West,,5003
E36004878,Underwood,,5004
E36004879,Woodhouse,,5005
E36004880,Beckingham,,5006
E36004881,Blyth,,5007
E36004882,Carlton,,5008
E36004883,Clayworth,,5009
E36004884,East Markham,,5010
E36004885,East Retford East,,5011
E36004886,East Retford North,,5012
E36004887,East Retford South,,5013
E36004888,East Retford West,,5014
E36004889,Everton,,5015
E36004890,Harworth,,5016
E36004891,Langold,,5017
E36004892,Misterton,,5018
E36004893,Rampton,,5019
E36004894,Ranskill,,5020
E36004895,Sturton,,5021
E36004896,Sutton,,5022
E36004897,Tuxford and Trent,,5023
E36004898,Welbeck,,5024
E36004899,Worksop East,,5025
E36004900,Worksop North,,5026
E36005114,Watlington,,5027
E36005115,Wheatley,,5028
E36005116,Woodcote,,5029
E36005117,Abingdon Abbey and Barton,,5030
E36005118,Abingdon Caldecott,,5031
E36005119,Abingdon Dunmore,,5032
E36005120,Abingdon Fitzharris,,5033
E36005121,Abingdon Northcourt,,5034
E36005122,Abingdon Ock Meadow,,5035
E36005123,Abingdon Peachcroft,,5036
E36005124,Appleton and Cumnor,,5037
E36005125,Blewbury and Upton,,5038
E36005126,Craven,,5039
E36005127,Drayton,,5040
E36005128,Faringdon and The Coxwells,,5041
E36005129,Greendown,,5042
E36005130,Grove,,5043
E36005131,Hanneys,,5044
E36005132,Harwell,,5045
E36005133,Hendreds,,5046
E36005134,Kennington and South Hinksey,,5047
E36005135,Kingston Bagpuize with Southmoor,,5048
E36005136,Longworth,,5049
E36005137,Marcham and Shippon,,5050
E36005138,North Hinksey and Wytham,,5051
E36005139,Radley,,5052
E36005140,Shrivenham,,5053
E36005141,Stanford,,5054
E36005142,Sunningwell and Wootton,,5055
E36005143,Sutton Courtenay and Appleford,,5056
E36005144,Wantage Charlton,,5057
E36005145,Wantage Segsbury,,5058
E36005146,Alvescot and Filkins,,5059
E36005147,Ascott and Shipton,,5060
E36005148,Bampton and Clanfield,,5061
E36005149,Brize Norton and Shilton,,5062
E36005150,Burford,,5063
E36005164,"Standlake, Aston and Stanton Harcourt",,5064
E36005165,Stonesfield and Tackley,,5065
E36005166,The Bartons,,5066
E36005167,Witney Central,,5067
E36005168,Witney East,,5068
E36005169,Witney North,,5069
E36005170,Witney South,,5070
E36005171,Witney West,,5071
E36005172,Woodstock and Bladon,,5072
E36005173,Ammerdown,,5073
E36005174,"Ashwick, Chilcompton and Stratton",,5074
E36005175,Beckington and Selwood,,5075
E36005176,Butleigh and Baltonsborough,,5076
E36005177,Chewton Mendip and Ston Easton,,5077
E36005178,Coleford and Holcombe,,5078
E36005179,"Cranmore, Doulting and Nunney",,5079
E36005180,Creech,,5080
E36005181,Croscombe and Pilton,,5081
E36005182,Frome Berkley Down,,5082
E36005183,Frome College,,5083
E36005184,Frome Keyford,,5084
E36005185,Frome Market,,5085
E36005186,Frome Oakfield,,5086
E36005187,Frome Park,,5087
E36005188,Glastonbury St Benedict's,,5088
E36005189,Glastonbury St Edmund's,,5089
E36005190,Glastonbury St John's,,5090
E36005191,Glastonbury St Mary's,,5091
E36005192,Moor,,5092
E36005193,Postlebury,,5093
E36005194,Rode and Norton St Philip,,5094
E36005195,Rodney and Westbury,,5095
E36005196,Shepton East,,5096
E36005197,Shepton West,,5097
E36005198,St Cuthbert Out North,,5098
E36005199,Street North,,5099
E36005200,Street South,,5100
E36005001,Ollerton,,5101
E36005002,Rainworth,,5102
E36005003,Southwell East,,5103
E36005004,Southwell North,,5104
E36005005,Southwell West,,5105
E36005006,Sutton-on-Trent,,5106
E36005007,Trent,,5107
E36005008,Winthorpe,,5108
E36005009,Abbey,,5109
E36005010,Bingham East,,5110
E36005011,Bingham West,,5111
E36005012,Compton Acres,,5112
E36005013,Cotgrave,,5113
E36005014,Cranmer,,5114
E36005015,Edwalton Village,,5115
E36005016,Gamston,,5116
E36005017,Gotham,,5117
E36005018,Keyworth North,,5118
E36005019,Keyworth South,,5119
E36005020,Lady Bay,,5120
E36005021,Leake,,5121
E36005022,Lutterell,,5122
E36005023,Manvers,,5123
E36005024,Melton,,5124
E36005025,Musters,,5125
E36005026,Nevile,,5126
E36005027,Oak,,5127
E36005028,Ruddington,,5128
E36005029,Soar Valley,,5129
E36005030,Stanford,,5130
E36005031,Thoroton,,5131
E36005032,Tollerton,,5132
E36005033,Trent,,5133
E36005034,Trent Bridge,,5134
E36005035,Wiverton,,5135
E36005036,Wolds,,5136
E36005037,Adderbury,,5137
E36005038,Ambrosden and Chesterton,,5138
E36005039,Banbury Calthorpe,,5139
E36005040,Banbury Easington,,5140
E36005041,Banbury Grimsbury and Castle,,5141
E36005042,Banbury Hardwick,,5142
E36005043,Banbury Neithrop,,5143
E36005044,Banbury Ruscote,,5144
E36005045,Bicester East,,5145
E36005046,Bicester North,,5146
E36005047,Bicester South,,5147
E36005048,Bicester Town,,5148
E36005049,Bicester West,,5149
E36005050,Bloxham and Bodicote,,5150
E36004801,Ampleforth,,5151
E36004802,Cropton,,5152
E36004803,Dales,,5153
E36004804,Derwent,,5154
E36004805,Helmsley,,5155
E36004806,Hovingham,,5156
E36004807,Kirkbymoorside,,5157
E36004808,Malton,,5158
E36004809,Norton East,,5159
E36004810,Norton West,,5160
E36004811,Pickering East,,5161
E36004812,Pickering West,,5162
E36004813,Rillington,,5163
E36004814,Ryedale South West,,5164
E36004815,Sherburn,,5165
E36004816,Sheriff Hutton,,5166
E36004817,Sinnington,,5167
E36004818,Thornton Dale,,5168
E36004819,Wolds,,5169
E36004820,Castle,,5170
E36004821,Cayton,,5171
E36004822,Central,,5172
E36004823,Danby,,5173
E36004824,Derwent Valley,,5174
E36004825,Eastfield,,5175
E36004826,Esk Valley,,5176
E36004827,Falsgrave Park,,5177
E36004828,Filey,,5178
E36004829,Fylingdales,,5179
E36004830,Hertford,,5180
E36004831,Lindhead,,5181
E36004832,Mayfield,,5182
E36004833,Mulgrave,,5183
E36004834,Newby,,5184
E36004835,North Bay,,5185
E36004836,Northstead,,5186
E36004837,Ramshill,,5187
E36004838,"Scalby, Hackness and Staintondale",,5188
E36004839,Seamer,,5189
E36004840,Stepney,,5190
E36004841,Streonshalh,,5191
E36004842,Weaponness,,5192
E36004843,Whitby West Cliff,,5193
E36004844,Woodlands,,5194
E36004845,Appleton Roebuck,,5195
E36004846,Barlby,,5196
E36004847,Brayton,,5197
E36004848,Camblesforth,,5198
E36004849,Cawood with Wistow,,5199
E36004850,Eggborough,,5200
E36005401,Codsall South,,5201
E36005402,Essington,,5202
E36005403,Featherstone and Shareshill,,5203
E36005404,Great Wyrley Landywood,,5204
E36005405,Great Wyrley Town,,5205
E36005406,Himley and Swindon,,5206
E36005407,Huntington and Hatherton,,5207
E36005408,Kinver,,5208
E36005409,Pattingham and Patshull,,5209
E36005410,Penkridge North East and Acton Trussell,,5210
E36005411,Penkridge South East,,5211
E36005412,Penkridge West,,5212
E36005413,Perton Dippons,,5213
E36005414,Perton East,,5214
E36005415,Perton Lakeside,,5215
E36005416,Trysull and Seisdon,,5216
E36005417,"Wheaton Aston, Bishopswood and Lapley",,5217
E36005418,Wombourne North and Lower Penn,,5218
E36005451,Biddulph North,,5219
E36005251,Martock,,5220
E36005419,Wombourne South East,,5221
E36005420,Wombourne South West,,5222
E36005421,Barlaston and Oulton,,5223
E36005422,Baswich,,5224
E36005423,Chartley,,5225
E36005424,Church Eaton,,5226
E36005425,Common,,5227
E36005426,Coton,,5228
E36005427,Eccleshall,,5229
E36005428,Forebridge,,5230
E36005429,Fulford,,5231
E36005430,Gnosall and Woodseaves,,5232
E36005431,Haywood and Hixon,,5233
E36005432,Highfields and Western Downs,,5234
E36005433,Holmcroft,,5235
E36005434,Littleworth,,5236
E36005435,Manor,,5237
E36005436,Milford,,5238
E36005437,Milwich,,5239
E36005438,Penkside,,5240
E36005439,Rowley,,5241
E36005440,Seighford,,5242
E36005441,St. Michael's,,5243
E36005442,Stonefield and Christchurch,,5244
E36005443,Swynnerton,,5245
E36005444,Tillington,,5246
E36005445,Walton,,5247
E36005446,Weeping Cross,,5248
E36005447,Alton,,5249
E36005448,Bagnall and Stanley,,5250
E36005449,Biddulph East,,5251
E36005450,Biddulph Moor,,5252
E36005452,Biddulph South,,5253
E36005252,Milborne Port,,5254
E36005453,Biddulph West,,5255
E36005253,Neroche,,5256
E36005454,Brown Edge and Endon,,5257
E36005254,Northstone,,5258
E36005455,Caverswall,,5259
E36005255,Parrett,,5260
E36005456,Cellarhead,,5261
E36005256,South Petherton,,5262
E36005457,Cheadle North East,,5263
E36005257,St Michael's,,5264
E36005458,Cheadle South East,,5265
E36005258,Tatworth and Forton,,5266
E36005459,Cheadle West,,5267
E36005259,Tower,,5268
E36005460,Checkley,,5269
E36005260,Turn Hill,,5270
E36005461,Cheddleton,,5271
E36005261,Wessex,,5272
E36005462,Churnet,,5273
E36005262,Wincanton,,5274
E36005463,Dane,,5275
E36005263,Windwhistle,,5276
E36005464,Forsbrook,,5277
E36005264,Yeovil Central,,5278
E36005465,Hamps Valley,,5279
E36005265,Yeovil East,,5280
E36005466,Horton,,5281
E36005266,Yeovil South,,5282
E36005467,Ipstones,,5283
E36005267,Yeovil West,,5284
E36005468,Leek East,,5285
E36005268,Yeovil Without,,5286
E36005469,Leek North,,5287
E36005269,Bishop's Hull,,5288
E36005470,Leek South,,5289
E36005270,Bishop's Lydeard,,5290
E36005471,Leek West,,5291
E36005271,Blackdown,,5292
E36005472,Manifold,,5293
E36005272,Bradford-on-Tone,,5294
E36005473,Werrington,,5295
E36005273,Comeytrowe,,5296
E36005474,Amington,,5297
E36005274,Milverton and North Deane,,5298
E36005475,Belgrave,,5299
E36005275,Monument,,5300
E36005476,Bolehall,,5301
E36005276,Neroche,,5302
E36005477,Castle,,5303
E36005277,North Curry and Stoke St Gregory,,5304
E36005478,Glascote,,5305
E36005278,Norton Fitzwarren,,5306
E36005479,Mercian,,5307
E36005279,Ruishton and Creech,,5308
E36005480,Spital,,5309
E36005280,Staplegrove,,5310
E36005481,Stonydelph,,5311
E36005281,Taunton Blackbrook and Holway,,5312
E36005482,Trinity,,5313
E36005282,Taunton Eastgate,,5314
E36005483,Wilnecote,,5315
E36005283,Taunton Fairwater,,5316
E36005484,Alton,,5317
E36005284,Taunton Halcon,,5318
E36005485,Berners,,5319
E36005285,Taunton Killams and Mountfield,,5320
E36005486,Boxford,,5321
E36005286,Taunton Lyngford,,5322
E36005487,Brett Vale,,5323
E36005287,Taunton Manor and Wilton,,5324
E36005488,Brook,,5325
E36005288,Taunton Pyrland and Rowbarton,,5326
E36005489,Bures St Mary,,5327
E36005501,Lower Brett,,5328
E36005289,Trull,,5329
E36005290,Wellington East,,5330
E36005291,Wellington North,,5331
E36005292,Wellington Rockwell Green and West,,5332
E36005293,West Monkton,,5333
E36005294,Wiveliscombe and West Deane,,5334
E36005295,Alcombe,,5335
E36005296,Brendon Hills,,5336
E36005297,Carhampton and Withycombe,,5337
E36005298,Crowcombe and Stogumber,,5338
E36005299,Dulverton and District,,5339
E36005300,Dunster and Timberscombe,,5340
E36005551,Haughley and Wetherden,,5341
E36005351,Boney Hay,,5342
E36005301,Greater Exmoor,,5343
E36005490,Chadacre,,5344
E36005491,Dodnash,,5345
E36005492,Glemsford and Stanstead,,5346
E36005493,Great Cornard North,,5347
E36005494,Great Cornard South,,5348
E36005495,Hadleigh North,,5349
E36005496,Hadleigh South,,5350
E36005497,Holbrook,,5351
E36005498,Lavenham,,5352
E36005499,Leavenheath,,5353
E36005500,Long Melford,,5354
E36005502,Mid Samford,,5355
E36005503,Nayland,,5356
E36005504,North Cosford,,5357
E36005505,Pinewood,,5358
E36005506,South Cosford,,5359
E36005507,Sudbury East,,5360
E36005508,Sudbury North,,5361
E36005509,Sudbury South,,5362
E36005510,Waldingfield,,5363
E36005511,All Saints,,5364
E36005512,Brandon East,,5365
E36005513,Brandon West,,5366
E36005514,Eriswell and The Rows,,5367
E36005515,Exning,,5368
E36005516,Great Heath,,5369
E36005517,Iceni,,5370
E36005518,Lakenheath,,5371
E36005519,Manor,,5372
E36005520,Market,,5373
E36005521,Red Lodge,,5374
E36005522,Severals,,5375
E36005523,South,,5376
E36005524,St Mary's,,5377
E36005525,Alexandra,,5378
E36005526,Bixley,,5379
E36005527,Bridge,,5380
E36005528,Castle Hill,,5381
E36005529,Gainsborough,,5382
E36005530,Gipping,,5383
E36005531,Holywells,,5384
E36005532,Priory Heath,,5385
E36005533,Rushmere,,5386
E36005534,Sprites,,5387
E36005535,St John's,,5388
E36005536,St Margaret's,,5389
E36005537,Stoke Park,,5390
E36005538,Westgate,,5391
E36005539,Whitehouse,,5392
E36005540,Whitton,,5393
E36005541,Bacton and Old Newton,,5394
E36005542,Badwell Ash,,5395
E36005543,Barking and Somersham,,5396
E36005544,Bramford and Blakenham,,5397
E36005545,Claydon and Barham,,5398
E36005546,Debenham,,5399
E36005547,Elmswell and Norton,,5400
E36005548,Eye,,5401
E36005549,Fressingfield,,5402
E36005550,Gislingham,,5403
E36005552,Helmingham and Coddenham,,5404
E36005553,Hoxne,,5405
E36005554,Mendlesham,,5406
E36005555,Needham Market,,5407
E36005556,Onehouse,,5408
E36005557,Palgrave,,5409
E36005558,Rattlesden,,5410
E36005559,Rickinghall and Walsham,,5411
E36005560,Ringshall,,5412
E36005561,Stowmarket Central,,5413
E36005562,Stowmarket North,,5414
E36005563,Stowmarket South,,5415
E36005564,Stowupland,,5416
E36005565,Stradbroke and Laxfield,,5417
E36005566,The Stonhams,,5418
E36005567,Thurston and Hessett,,5419
E36005568,Wetheringsett,,5420
E36005569,Woolpit,,5421
E36005570,Worlingworth,,5422
E36005571,Abbeygate,,5423
E36005572,Bardwell,,5424
E36005573,Barningham,,5425
E36005574,Barrow,,5426
E36005575,Cavendish,,5427
E36005576,Chedburgh,,5428
E36005577,Clare,,5429
E36005578,Eastgate,,5430
E36005579,Fornham,,5431
E36005580,Great Barton,,5432
E36005581,Haverhill East,,5433
E36005582,Haverhill North,,5434
E36005583,Haverhill South,,5435
E36005584,Haverhill West,,5436
E36005585,Horringer and Whelnetham,,5437
E36005586,Hundon,,5438
E36005587,Ixworth,,5439
E36005588,Kedington,,5440
E36005589,Minden,,5441
E36005590,Moreton Hall,,5442
E36005591,Northgate,,5443
E36005592,Pakenham,,5444
E36005593,Risby,,5445
E36005594,Risbygate,,5446
E36005595,Rougham,,5447
E36005596,Southgate,,5448
E36005597,St Olaves,,5449
E36005598,Stanton,,5450
E36005599,Westgate,,5451
E36005600,Wickhambrook,,5452
E36005302,Minehead Central,,5453
E36005352,Bourne Vale,,5454
E36005353,Burntwood Central,,5455
E36005354,Chadsmead,,5456
E36005355,Chase Terrace,,5457
E36005356,Chasetown,,5458
E36005357,Colton and Mavesyn Ridware,,5459
E36005358,Curborough,,5460
E36005359,Fazeley,,5461
E36005360,Hammerwich,,5462
E36005361,Highfield,,5463
E36005362,King's Bromley,,5464
E36005363,Leomansley,,5465
E36005364,Little Aston,,5466
E36005365,Longdon,,5467
E36005366,Mease and Tame,,5468
E36005367,Shenstone,,5469
E36005368,St John's,,5470
E36005369,Stonnall,,5471
E36005370,Stowe,,5472
E36005371,Summerfield,,5473
E36005372,Whittington,,5474
E36005373,Audley and Bignall End,,5475
E36005374,Bradwell,,5476
E36005375,Butt Lane,,5477
E36005376,Chesterton,,5478
E36005377,Clayton,,5479
E36005378,Cross Heath,,5480
E36005379,Halmerend,,5481
E36005380,Holditch,,5482
E36005381,"Keele,Silverdale and Parksite",,5483
E36005382,Kidsgrove,,5484
E36005383,Knutton and Silverdale,,5485
E36005384,Loggerheads and Whitmore,,5486
E36005385,Madeley,,5487
E36005386,May Bank,,5488
E36005387,Newchapel,,5489
E36005388,Porthill,,5490
E36005389,Ravenscliffe,,5491
E36005390,Seabridge,,5492
E36005391,Talke,,5493
E36005392,Thistleberry,,5494
E36005393,Town,,5495
E36005394,Westlands,,5496
E36005395,Wolstanton,,5497
E36005396,Bilbrook,,5498
E36005397,Brewood and Coven,,5499
E36005398,Cheslyn Hay North and Saredon,,5500
E36005399,Cheslyn Hay South,,5501
E36005400,Codsall North,,5502
E36005303,Minehead North,,5503
E36005304,Minehead South,,5504
E36005305,Old Cleeve,,5505
E36005306,Porlock and District,,5506
E36005307,Quantock Vale,,5507
E36005308,Watchet,,5508
E36005309,West Quantock,,5509
E36005310,Williton,,5510
E36005311,Brereton and Ravenhill,,5511
E36005312,Cannock East,,5512
E36005313,Cannock North,,5513
E36005314,Cannock South,,5514
E36005315,Cannock West,,5515
E36005316,Etching Hill and The Heath,,5516
E36005317,Hagley,,5517
E36005318,Hawks Green,,5518
E36005319,Heath Hayes East and Wimblebury,,5519
E36005320,Hednesford Green Heath,,5520
E36005321,Hednesford North,,5521
E36005322,Hednesford South,,5522
E36005323,Norton Canes,,5523
E36005324,Rawnsley,,5524
E36005325,Western Springs,,5525
E36005326,Abbey,,5526
E36005327,Anglesey,,5527
E36005328,Bagots,,5528
E36005329,Branston,,5529
E36005330,Brizlincote,,5530
E36005331,Burton,,5531
E36005332,Churnet,,5532
E36005333,Crown,,5533
E36005334,Eton Park,,5534
E36005335,Heath,,5535
E36005336,Horninglow,,5536
E36005337,Needwood,,5537
E36005338,Rolleston on Dove,,5538
E36005339,Shobnall,,5539
E36005340,Stapenhill,,5540
E36005341,Stretton,,5541
E36005342,Town,,5542
E36005343,Tutbury and Outwoods,,5543
E36005344,Weaver,,5544
E36005345,Winshill,,5545
E36005346,Yoxall,,5546
E36005347,All Saints,,5547
E36005348,Alrewas and Fradley,,5548
E36005349,Armitage with Handsacre,,5549
E36005350,Boley Park,,5550
E36005201,Street West,,5551
E36005202,The Pennards and Ditcheat,,5552
